age,workclass,education,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
1, Private, Assoc-voc, Divorced, Other-service, Not-in-family, White, Female,0,0,8, United-States,0
0, Self-emp-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,1,0,70, United-States,1
0, Local-gov, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,0,1,35, United-States,0
0, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,60, United-States,1
0, ?, 10th, Never-married, ?, Own-child, Other, Female,0,0,20, United-States,0
1, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,60, United-States,0
0, Private, HS-grad, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States,0
0, Private, Some-college, Never-married, Handlers-cleaners, Other-relative, White, Female,0,0,18, United-States,0
1, Private, Bachelors, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States,1
0, ?, Some-college, Divorced, ?, Own-child, White, Female,0,0,32, United-States,0
0, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,0
0, ?, Some-college, Married-civ-spouse, ?, Wife, White, Female,0,0,20, United-States,0
1, Self-emp-not-inc, 9th, Separated, Transport-moving, Not-in-family, White, Male,0,0,45, United-States,0
0, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,1,0,40, United-States,1
0, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,38, United-States,0
0, ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male,0,0,24, United-States,0
0, Private, 10th, Never-married, Other-service, Other-relative, White, Male,0,0,30, Mexico,0
0, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
0, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,1,0,40, United-States,1
0, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,1
0, ?, Some-college, Never-married, ?, Own-child, White, Female,0,0,25, United-States,0
0, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States,0
0, ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male,0,0,18, United-States,0
1, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
1, Private, 11th, Widowed, Other-service, Unmarried, Black, Female,0,0,40, United-States,0
0, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0
0, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,36, United-States,0
0, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States,0
0, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,15, United-States,0
0, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Cuba,0
0, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States,0
0, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States,0
0, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,0
0, Private, 12th, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States,0
1, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,15, United-States,0
1, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States,0
0, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, India,1
0, Local-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States,0
0, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,1,0,40, United-States,0
0, Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,0
1, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,1
0, Self-emp-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,55, United-States,0
1, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
0, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1
0, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,0
0, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,30, United-States,0
1, Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,60, United-States,1
0, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States,1
1, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States,1
0, State-gov, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States,0
0, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,1,40, United-States,0
1, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
0, ?, Some-college, Never-married, ?, Own-child, White, Male,1,0,10, United-States,0
1, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States,0
1, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,43, United-States,1
0, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1,50, United-States,1
1, ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male,0,0,28, United-States,0
0, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,25, United-States,0
1, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States,0
0, ?, Bachelors, Married-civ-spouse, ?, Wife, White, Female,0,0,40, United-States,0
0, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,1,0,40, United-States,1
0, Self-emp-not-inc, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,0,22, United-States,0
0, Federal-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,1
1, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1,40, United-States,1
0, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States,0
0, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States,1
0, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,0
0, ?, Bachelors, Married-civ-spouse, ?, Wife, White, Female,0,1,20, United-States,1
1, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States,1
1, Without-pay, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,25, United-States,0
0, Private, 5th-6th, Separated, Other-service, Unmarried, White, Female,0,0,40, Mexico,0
1, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,0
0, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States,0
1, Local-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,50, France,0
0, ?, HS-grad, Widowed, ?, Not-in-family, Other, Female,0,0,35, Puerto-Rico,0
1, State-gov, HS-grad, Married-civ-spouse, Tech-support, Wife, White, Female,0,1,40, United-States,1
0, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
0, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0
0, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States,0
1, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
0, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,56, United-States,0
0, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
0, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States,0
0, ?, Assoc-acdm, Never-married, ?, Own-child, White, Male,0,1,20, United-States,0
0, Private, 12th, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States,0
0, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
0, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States,0
0, Private, HS-grad, Never-married, Transport-moving, Other-relative, White, Female,0,0,40, United-States,0
1, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States,1
0, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
0, ?, Assoc-voc, Married-spouse-absent, ?, Not-in-family, White, Female,0,0,32, United-States,0
0, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
1, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0
0, ?, Some-college, Divorced, ?, Own-child, White, Female,0,0,20, ?,0
1, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States,0
0, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,0
0, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,0
0, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
0, State-gov, Assoc-voc, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,37, Hong,0
1, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0
0, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States,0
0, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States,0
0, Private, 11th, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,1,0,60, United-States,1
0, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,0
0, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States,0
0, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,0
0, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,0
0, Private, 7th-8th, Widowed, Exec-managerial, Not-in-family, White, Male,1,0,40, United-States,1
0, Private, HS-grad, Separated, Other-service, Not-in-family, White, Male,0,0,40, United-States,0
0, Local-gov, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,0
0, Private, HS-grad, Never-married, Other-service, Other-relative, White, Male,0,0,25, United-States,0
0, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,25, United-States,0
0, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, ?,1
0, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,1,0,50, United-States,1
1, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,1
1, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,0
1, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,1,0,99, United-States,0
0, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,0
1, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
0, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States,0
0, Local-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0
1, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,1
1, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
0, Private, Some-college, Divorced, Handlers-cleaners, Own-child, White, Male,0,1,40, United-States,0
1, State-gov, Prof-school, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0
0, ?, Some-college, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States,0
0, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
0, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States,0
0, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, United-States,0
0, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,0
0, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,42, United-States,0
0, Private, Bachelors, Never-married, Tech-support, Not-in-family, Black, Female,0,0,45, United-States,0
1, Private, Some-college, Separated, Sales, Not-in-family, White, Male,0,0,42, United-States,0
0, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States,0
0, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,1,0,50, United-States,0
0, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States,0
0, Federal-gov, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States,0
0, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,45, United-States,0
0, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States,0
1, Local-gov, 9th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,0
1, Self-emp-not-inc, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States,0
1, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
0, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, England,0
0, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,1,0,50, United-States,1
0, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,40, United-States,0
0, Private, HS-grad, Separated, Sales, Own-child, White, Female,0,0,26, United-States,0
0, Self-emp-not-inc, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,25, United-States,0
1, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,45, United-States,0
0, Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,1,0,48, United-States,1
1, Private, 10th, Separated, Machine-op-inspct, Own-child, White, Female,0,0,48, United-States,0
1, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,25, United-States,0
0, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,42, United-States,1
0, ?, Some-college, Never-married, ?, Not-in-family, White, Female,0,0,28, United-States,0
1, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
0, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,1
0, Self-emp-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States,1
0, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States,0
0, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,0
0, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1
0, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,80, United-States,0
0, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Ecuador,1
0, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States,1
0, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, United-States,1
0, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States,1
0, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,1,0,60, India,1
0, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,1,0,70, South,1
0, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
1, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,0
0, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Female,0,0,28, United-States,0
0, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,15, United-States,0
0, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States,0
0, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,88, United-States,0
0, Private, 10th, Never-married, Handlers-cleaners, Not-in-family, Other, Male,0,0,40, Dominican-Republic,0
0, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,0
0, Self-emp-not-inc, Assoc-acdm, Divorced, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,35, United-States,0
0, Private, 10th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,0
0, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,1
0, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, United-States,0
0, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,1,0,40, United-States,1
0, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,9, United-States,0
0, Private, 11th, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States,0
0, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States,0
1, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,1,0,40, United-States,0
0, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
0, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1
0, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Female,1,0,40, United-States,1
1, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,1,0,40, United-States,1
0, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,1,0,40, United-States,0
0, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,1,0,36, United-States,0
0, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,35, United-States,0
1, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
0, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
0, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,1,0,40, United-States,1
0, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
0, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,45, United-States,0
0, Private, 1st-4th, Separated, Handlers-cleaners, Unmarried, White, Male,0,0,35, Honduras,0
0, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,38, United-States,0
0, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States,0
1, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,98, United-States,1
0, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,1,0,50, United-States,1
0, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
1, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,0
1, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,45, United-States,1
0, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,1
1, ?, 7th-8th, Married-civ-spouse, ?, Husband, White, Male,0,0,10, United-States,0
0, Private, Some-college, Married-spouse-absent, Farming-fishing, Own-child, White, Male,0,0,40, United-States,0
1, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
1, Private, Assoc-acdm, Never-married, Tech-support, Not-in-family, White, Male,0,0,56, United-States,0
1, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,53, United-States,1
0, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,8, United-States,1
0, State-gov, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,20, United-States,0
0, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
0, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
0, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, ?,0
1, Private, 9th, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, United-States,0
0, ?, 10th, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States,0
1, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,68, United-States,1
1, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States,0
0, Private, 9th, Widowed, Sales, Unmarried, White, Female,0,0,13, United-States,0
0, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
0, ?, HS-grad, Married-AF-spouse, ?, Wife, White, Female,1,0,14, United-States,0
1, Private, 11th, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0,0,40, Canada,0
0, Private, 9th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
0, Private, Bachelors, Divorced, Sales, Not-in-family, White, Male,1,0,40, United-States,1
0, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States,0
1, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1
0, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male,0,0,44, Ireland,0
0, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, United-States,1
0, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,99, United-States,0
1, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States,0
0, Private, 11th, Never-married, Other-service, Own-child, Black, Male,0,0,20, United-States,0
0, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,0
0, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,1,0,45, United-States,0
0, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,20, United-States,0
0, Self-emp-not-inc, Doctorate, Never-married, Prof-specialty, Not-in-family, White, Male,1,0,40, United-States,1
0, Private, 12th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Columbia,0
0, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1,50, United-States,1
0, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,55, United-States,1
1, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,60, United-States,1
1, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
1, Private, 10th, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States,0
0, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,8, United-States,0
0, Private, Some-college, Never-married, Sales, Own-child, Black, Female,1,0,30, United-States,0
0, Local-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States,0
0, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States,0
0, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,30, United-States,0
0, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,0
0, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States,0
0, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,1
0, ?, Bachelors, Separated, ?, Not-in-family, White, Female,1,0,7, United-States,0
0, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Female,1,0,40, United-States,0
0, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,1
0, Self-emp-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States,1
0, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,0
0, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,0
0, Private, 1st-4th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, ?,0
0, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,1,0,40, United-States,1
0, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States,1
0, Private, HS-grad, Never-married, Protective-serv, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Philippines,0
0, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States,0
0, Self-emp-inc, HS-grad, Widowed, Sales, Not-in-family, White, Male,0,0,45, United-States,1
0, State-gov, Some-college, Separated, Exec-managerial, Own-child, White, Female,0,0,40, United-States,0
0, ?, Some-college, Never-married, ?, Own-child, White, Female,0,0,40, United-States,0
0, Private, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
0, Federal-gov, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,0
1, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,44, United-States,0
0, Private, 9th, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States,0
1, Private, Assoc-acdm, Separated, Other-service, Not-in-family, Black, Female,0,0,40, United-States,0
0, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,0
0, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
0, ?, Some-college, Never-married, ?, Other-relative, Black, Male,1,0,10, United-States,0
1, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
0, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States,0
0, Private, 11th, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States,0
1, State-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
1, Local-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0
1, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
1, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States,0
1, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
1, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,1,35, United-States,1
1, Private, Masters, Divorced, Exec-managerial, Unmarried, White, Male,1,0,70, United-States,1
0, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,1,0,40, United-States,1
1, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Male,0,1,50, United-States,1
0, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0
1, Self-emp-not-inc, 11th, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States,0
1, Private, 11th, Widowed, Other-service, Unmarried, White, Female,0,0,40, United-States,0
0, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,65, United-States,1
1, Private, 9th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,0
